battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,screen_size,camera_quality,processor_power,memory_weight_ratio,network_type
520,0,2.3,0,0,1,31,0.8,145,6,14,264,519,2753,13,7,17,1,0,1,1,14.7648230602334,0,13.799999999999999,0.21379310344827587,4
565,0,0.6,1,1,0,50,0.1,158,2,8,543,703,2156,13,6,6,1,1,1,1,14.317821063276353,381729,1.2,0.31645569620253167,3
1689,1,0.5,0,11,0,9,0.5,150,5,15,467,675,2637,8,4,3,1,0,0,2,8.94427190999916,3467475,2.5,0.06,1
742,1,2.3,0,0,0,21,0.7,104,8,1,875,925,331,11,8,7,1,0,0,0,13.601470508735444,0,18.4,0.20192307692307693,1
1143,0,1.2,1,1,1,22,1.0,125,3,6,1116,1724,1214,12,5,16,1,1,0,1,13.0,1923984,3.5999999999999996,0.176,2
761,1,0.5,0,9,0,3,0.8,196,7,15,1325,1945,2248,19,3,15,1,1,1,2,19.235384061671343,23194125,3.5,0.015306122448979591,3
959,1,1.3,1,0,0,36,0.4,196,5,14,1313,1331,3073,19,1,8,1,1,1,3,19.026297590440446,0,6.5,0.1836734693877551,3
772,1,1.2,1,7,1,8,0.6,134,7,8,552,1802,422,7,6,15,1,0,0,0,9.219544457292887,6962928,8.4,0.05970149253731343,2
1015,1,0.8,0,5,0,12,0.5,102,3,14,335,679,2293,5,1,2,0,1,0,1,5.0990195135927845,1137325,2.4000000000000004,0.11764705882352941,0
1824,1,1.9,1,9,1,2,0.7,103,1,14,50,1105,3958,12,2,19,1,1,0,3,12.165525060596439,497250,1.9,0.019417475728155338,2
1130,1,0.5,1,1,1,29,0.7,130,1,14,593,1327,432,6,1,10,1,1,1,0,6.082762530298219,786911,0.5,0.2230769230769231,4
1183,1,0.5,1,3,1,48,0.1,120,8,12,268,1010,1152,8,3,3,1,0,0,0,8.54400374531753,812040,4.0,0.4,2
574,1,2.0,1,0,1,26,0.5,118,6,2,382,1364,1303,8,4,2,1,0,1,0,8.94427190999916,0,12.0,0.22033898305084745,4
1472,0,3.0,0,4,1,20,0.3,169,2,6,443,892,797,6,1,11,1,1,0,0,6.082762530298219,1580624,6.0,0.11834319526627218,2
1868,1,0.5,0,2,1,40,0.9,179,8,17,576,884,298,8,2,17,1,1,0,0,8.246211251235321,1018368,4.0,0.22346368715083798,2
1375,0,2.9,0,2,0,20,0.4,147,6,7,596,679,3847,8,0,12,1,0,1,3,8.0,809368,17.4,0.1360544217687075,3
881,0,1.0,0,1,0,64,0.5,160,3,6,115,636,2110,18,9,6,1,1,1,1,20.12461179749811,73140,3.0,0.4,3
1742,1,0.5,1,5,1,43,0.9,176,3,7,356,1407,1921,9,2,3,1,1,0,2,9.219544457292887,2504460,1.5,0.24431818181818182,2
1225,0,0.7,1,6,0,60,0.1,107,2,15,10,1567,2423,17,11,6,1,0,0,2,20.248456731316587,94020,1.4,0.5607476635514018,1
1970,1,0.5,1,0,1,15,1.0,132,2,0,1399,1684,1658,15,9,20,1,1,1,2,17.4928556845359,0,1.0,0.11363636363636363,4
1186,1,0.5,1,2,0,21,0.4,160,8,4,68,584,2361,17,8,7,1,0,0,1,18.788294228055936,79424,4.0,0.13125,1
1762,0,0.7,0,7,0,60,0.1,157,4,10,643,790,1380,14,5,14,1,0,0,1,14.866068747318506,3555790,2.8,0.3821656050955414,1
1731,1,1.4,1,4,1,4,0.5,163,6,18,809,1988,3892,5,1,4,1,1,1,3,5.0990195135927845,6433168,8.399999999999999,0.024539877300613498,4
852,0,1.8,1,5,1,8,0.8,160,5,9,683,1349,315,7,6,20,1,0,0,0,9.219544457292887,4606835,9.0,0.05,2
848,1,1.5,1,4,1,36,0.3,151,4,16,56,527,2289,10,2,19,1,1,1,1,10.198039027185569,118048,6.0,0.23841059602649006,4
1575,0,2.5,1,0,1,11,0.2,185,7,20,492,818,2182,7,3,17,1,1,0,2,7.615773105863909,0,17.5,0.05945945945945946,2
1554,0,2.8,1,7,0,23,0.1,105,6,18,699,1492,2184,13,9,20,1,0,1,2,15.811388300841896,7300356,16.799999999999997,0.21904761904761905,3
1972,1,1.6,0,0,0,48,0.5,92,8,2,290,804,2872,7,2,11,1,0,1,3,7.280109889280518,0,12.8,0.5217391304347826,3
827,1,0.6,1,9,1,35,0.2,87,6,17,23,826,2367,5,3,15,1,0,1,1,5.830951894845301,170982,3.5999999999999996,0.40229885057471265,4
1063,0,1.5,0,7,0,3,0.9,155,4,10,394,849,1919,12,10,20,1,1,0,1,15.620499351813308,2341542,6.0,0.01935483870967742,1
1695,0,2.3,1,1,0,34,0.4,84,5,10,713,1742,3296,17,6,14,0,0,0,3,18.027756377319946,1242046,11.5,0.40476190476190477,0
1343,0,2.4,1,5,1,14,0.9,81,8,10,1063,1205,462,18,7,11,1,1,1,0,19.313207915827967,6404575,19.2,0.1728395061728395,4
834,0,0.5,0,2,1,27,0.2,123,1,16,1421,1463,1591,11,9,20,1,1,0,1,14.212670403551895,4157846,0.5,0.21951219512195122,2
595,0,2.6,0,0,1,20,0.4,122,2,18,623,816,1593,19,11,2,1,0,1,0,21.95449840010015,0,5.2,0.16393442622950818,4
1081,1,1.9,1,13,1,42,0.1,101,7,17,83,816,2456,7,4,7,1,0,0,1,8.06225774829855,880464,13.299999999999999,0.4158415841584158,2
911,0,1.4,1,3,0,14,0.7,199,4,4,1563,1692,2933,16,3,11,0,1,0,3,16.278820596099706,7933788,5.6,0.07035175879396985,0
844,0,2.2,1,1,1,22,0.9,197,7,2,777,1995,3154,14,11,7,1,0,0,3,17.804493814764857,1550115,15.400000000000002,0.1116751269035533,2
1335,1,3.0,0,3,0,60,0.8,180,2,4,83,559,3615,5,2,9,1,0,0,3,5.385164807134504,139191,6.0,0.3333333333333333,1
1883,0,1.6,0,9,0,24,0.1,87,1,16,203,915,3563,17,10,3,0,0,0,3,19.72308292331602,1671705,1.6,0.27586206896551724,0
1128,1,0.5,1,6,0,33,0.6,147,8,7,938,1226,1440,17,15,19,1,0,0,1,22.67156809750927,6899928,4.0,0.22448979591836735,1
826,1,2.4,1,14,1,57,0.6,117,2,17,1077,1183,1907,15,14,5,1,0,0,1,20.518284528683193,17837274,4.8,0.48717948717948717,2
1650,0,2.3,0,0,1,38,0.7,89,1,1,773,881,324,14,10,2,1,1,1,0,17.204650534085253,0,2.3,0.42696629213483145,4
1162,0,1.0,0,0,0,50,0.5,104,4,10,332,866,1404,10,3,15,1,1,1,1,10.44030650891055,0,4.0,0.4807692307692308,3
1517,0,2.5,0,2,1,8,0.8,169,4,18,570,1645,2738,18,16,12,1,0,0,2,24.08318915758459,1875300,10.0,0.047337278106508875,2
963,0,0.5,0,1,1,60,0.8,156,3,3,742,821,2722,12,6,16,1,0,0,2,13.416407864998739,609182,1.5,0.38461538461538464,2
1837,0,1.0,1,5,1,12,0.9,103,8,6,1420,1539,2294,8,7,20,1,0,1,3,10.63014581273465,10926900,8.0,0.11650485436893204,4
1028,1,2.8,0,1,1,30,0.1,193,1,10,1801,1923,1424,18,4,13,1,0,1,1,18.439088914585774,3463323,2.8,0.15544041450777202,4
1831,1,2.2,1,4,0,55,1.0,189,8,9,1693,1790,1133,14,3,10,0,1,0,1,14.317821063276353,12121880,17.6,0.291005291005291,0
571,1,2.0,1,5,1,58,0.6,101,6,11,31,1536,555,19,10,11,1,0,1,0,21.470910553583888,238080,12.0,0.5742574257425742,4
1770,1,2.3,0,0,0,9,0.6,183,6,5,1098,1373,3785,13,10,14,1,0,1,3,16.401219466856727,0,13.799999999999999,0.04918032786885246,3
970,1,1.3,1,5,0,59,0.2,84,7,19,1765,1786,3675,12,0,12,0,0,0,3,12.0,15761450,9.1,0.7023809523809523,0
642,1,0.5,0,0,1,38,0.8,86,5,10,887,1775,435,9,2,2,1,1,0,0,9.219544457292887,0,2.5,0.4418604651162791,2
622,1,1.9,1,12,0,11,0.8,193,8,14,760,1964,3183,5,0,4,1,1,1,2,5.0,17911680,15.2,0.05699481865284974,3
600,1,1.8,0,9,1,6,0.8,199,2,15,486,1032,3495,17,4,7,1,1,0,2,17.46424919657298,4513968,3.6,0.03015075376884422,2
1412,0,0.6,0,9,0,57,0.2,86,3,10,2,660,1853,15,10,18,0,0,1,1,18.027756377319946,11880,1.7999999999999998,0.6627906976744186,2
733,0,0.8,0,7,0,16,0.4,138,4,12,202,1787,2648,12,0,19,1,1,0,2,12.0,2526818,3.2,0.11594202898550725,1
1070,1,3.0,0,9,0,19,0.8,160,7,16,90,1614,2647,14,13,20,0,1,0,2,19.1049731745428,1307340,21.0,0.11875,0
875,1,0.7,1,1,0,30,0.7,146,8,8,469,853,702,19,15,15,1,1,1,0,24.20743687382041,400057,5.6,0.2054794520547945,3
1994,1,0.7,0,5,0,5,0.4,189,2,7,86,1546,1836,12,11,18,1,0,0,2,16.278820596099706,664780,1.4,0.026455026455026454,1
823,0,1.0,1,9,1,18,0.2,182,5,16,1180,1350,3894,13,10,9,1,1,0,3,16.401219466856727,14337000,5.0,0.0989010989010989,2
1908,0,0.5,0,9,1,30,1.0,111,2,19,140,1046,2944,19,17,17,1,0,1,3,25.495097567963924,1317960,1.0,0.2702702702702703,4
790,0,0.5,1,7,1,44,0.1,89,8,8,1100,1437,3424,13,11,9,1,1,0,3,17.029386365926403,11064900,4.0,0.4943820224719101,2
1330,1,1.8,1,1,0,40,0.5,177,1,5,194,892,2678,9,4,14,1,1,1,2,9.848857801796104,173048,1.8,0.22598870056497175,3
1660,0,0.5,0,2,1,15,0.7,100,8,8,440,569,2424,12,5,9,1,1,0,2,13.0,500720,4.0,0.15,2
1776,0,2.2,0,2,0,20,0.9,82,6,16,1563,1803,2671,15,10,12,0,1,1,3,18.027756377319946,5636178,13.200000000000001,0.24390243902439024,2
1611,0,0.5,1,4,1,27,0.9,199,1,10,163,1011,3078,15,2,6,1,0,1,2,15.132745950421556,659172,0.5,0.135678391959799,4
1410,1,0.5,1,0,1,15,0.3,92,3,1,192,1311,2304,18,4,18,1,1,0,2,18.439088914585774,0,1.5,0.16304347826086957,2
1772,1,1.6,0,17,1,45,0.5,159,2,18,837,1405,1146,6,1,17,1,1,0,1,6.082762530298219,19991745,3.2,0.2830188679245283,2
1280,1,1.3,0,0,1,39,1.0,108,7,1,356,588,2335,6,4,2,1,0,1,1,7.211102550927978,0,9.1,0.3611111111111111,4
1712,1,0.9,1,2,0,23,1.0,155,7,19,155,663,1422,5,0,15,1,1,0,1,5.0,205530,6.3,0.14838709677419354,1
1562,1,0.7,0,0,0,55,0.1,140,8,1,1032,1776,2096,15,3,3,0,0,0,2,15.297058540778355,0,5.6,0.39285714285714285,0
891,0,1.9,1,1,1,18,0.1,153,6,3,40,1435,1303,17,16,4,1,1,1,0,23.345235059857504,57400,11.399999999999999,0.11764705882352941,4
1957,0,1.2,1,18,1,36,0.8,151,2,19,1194,1727,1115,16,2,18,1,0,1,1,16.1245154965971,37116684,2.4,0.23841059602649006,4
1110,0,0.6,0,1,0,42,0.9,192,5,2,1179,1262,456,12,8,18,1,1,0,0,14.422205101855956,1487898,3.0,0.21875,1
875,1,1.4,1,1,1,43,0.6,104,8,3,902,969,3396,14,2,18,1,0,0,3,14.142135623730951,874038,11.2,0.41346153846153844,2
1211,1,1.2,0,0,0,28,0.3,130,2,3,58,963,2750,6,1,14,0,1,0,2,6.082762530298219,0,2.4,0.2153846153846154,0
769,0,0.5,1,12,1,54,0.2,112,4,19,1385,1780,941,15,8,20,1,0,1,0,17.0,29583600,2.0,0.48214285714285715,4
671,0,2.9,0,7,1,2,0.1,95,6,19,614,1617,2278,13,4,2,1,0,0,2,13.601470508735444,6949866,17.4,0.021052631578947368,2
1872,0,0.5,0,5,1,26,0.5,172,4,10,672,1088,2273,8,4,8,1,0,1,2,8.94427190999916,3655680,2.0,0.1511627906976744,4
1076,0,2.3,1,0,1,14,0.7,191,5,0,1088,1718,2355,17,16,2,1,1,1,2,23.345235059857504,0,11.5,0.07329842931937172,4
1325,0,1.9,0,2,0,50,0.1,146,1,10,499,695,2328,17,10,2,1,0,0,2,19.72308292331602,693610,1.9,0.3424657534246575,1
911,1,2.2,1,1,1,28,0.5,182,2,2,157,763,2638,8,4,13,1,1,1,1,8.94427190999916,119791,4.4,0.15384615384615385,4
1273,1,0.7,0,1,0,23,0.6,178,6,14,485,1399,558,8,5,13,1,0,0,0,9.433981132056603,678515,4.199999999999999,0.12921348314606743,1
1062,0,0.5,0,3,1,39,0.9,124,4,4,571,817,1345,16,0,11,1,0,1,0,16.0,1399521,2.0,0.31451612903225806,4
1317,0,1.5,0,6,0,12,0.1,154,2,9,431,542,425,7,0,11,1,1,1,0,7.0,1401612,3.0,0.07792207792207792,3
940,0,2.9,0,0,0,16,0.7,115,4,1,499,1090,2192,15,13,9,1,1,1,1,19.849433241279208,0,11.6,0.1391304347826087,3
729,1,2.0,0,0,0,14,0.6,135,6,2,563,1055,3397,19,15,17,1,0,1,2,24.20743687382041,0,12.0,0.1037037037037037,3
1494,0,2.4,0,6,1,3,0.9,93,7,17,944,1003,1208,14,13,17,1,1,0,1,19.1049731745428,5680992,16.8,0.03225806451612903,2
1546,1,1.6,1,2,1,27,0.7,124,2,6,1138,1491,267,12,10,16,1,1,0,0,15.620499351813308,3393516,3.2,0.21774193548387097,2
1253,0,0.7,0,0,1,34,0.9,113,4,10,161,647,3518,7,3,8,1,1,1,3,7.615773105863909,0,2.8,0.3008849557522124,4
895,0,0.5,1,6,0,16,0.3,164,8,14,126,1575,3122,7,0,4,0,0,1,2,7.0,1190700,4.0,0.0975609756097561,2
793,1,1.9,1,0,1,43,0.3,124,8,2,15,1196,1050,11,9,3,1,1,1,0,14.212670403551895,0,15.2,0.3467741935483871,4
1628,1,1.8,1,11,0,56,0.1,136,2,13,500,1713,3358,17,11,12,1,1,1,3,20.248456731316587,9421500,3.6,0.4117647058823529,3
625,0,2.7,1,2,0,42,0.8,138,8,3,203,1771,2929,10,4,17,1,0,0,2,10.770329614269007,719026,21.6,0.30434782608695654,1
1110,0,1.5,0,2,1,12,0.3,153,8,5,961,1950,624,9,7,15,1,0,0,0,11.40175425099138,3747900,12.0,0.0784313725490196,2
999,0,1.7,0,6,0,49,0.6,132,1,17,608,1970,1598,7,0,8,0,1,0,1,7.0,7186560,1.7,0.3712121212121212,0
1856,0,0.5,1,0,1,24,0.1,155,5,1,277,1155,2052,17,6,10,1,1,0,2,18.027756377319946,0,2.5,0.15483870967741936,2
1715,0,2.6,1,9,1,15,0.6,120,6,20,114,1849,1249,16,2,4,1,1,0,1,16.1245154965971,1897074,15.600000000000001,0.125,2
1897,1,1.9,0,2,1,54,0.3,154,2,7,630,738,412,17,11,2,1,0,0,0,20.248456731316587,929880,3.8,0.35064935064935066,2
1202,1,2.4,1,0,0,19,0.1,122,2,1,404,1742,595,19,0,3,0,0,0,0,19.0,0,4.8,0.1557377049180328,0
1171,1,1.7,1,2,0,19,0.3,167,7,19,248,755,263,6,5,8,0,0,0,0,7.810249675906654,374480,11.9,0.11377245508982035,0
964,0,2.0,0,0,1,22,0.7,86,8,0,225,1234,2577,17,16,5,1,1,0,2,23.345235059857504,0,16.0,0.2558139534883721,2
1973,1,2.4,1,6,0,46,0.1,193,4,10,699,851,639,6,0,3,0,0,1,0,6.0,3569094,9.6,0.23834196891191708,2
1992,1,0.6,1,11,0,2,0.1,141,1,14,649,895,3206,10,9,10,1,1,0,3,13.45362404707371,6389405,0.6,0.014184397163120567,1
546,1,2.6,1,5,0,26,1.0,159,5,15,416,1658,1550,7,2,3,0,1,0,1,7.280109889280518,3448640,13.0,0.16352201257861634,0
1093,0,0.5,0,1,1,31,0.6,171,2,12,1310,1420,1646,12,0,6,1,1,0,1,12.0,1860200,1.0,0.18128654970760233,2
1880,1,2.0,0,11,0,35,0.1,200,4,14,930,1983,1930,17,7,15,0,1,0,2,18.384776310850235,20286090,8.0,0.175,0
1765,0,1.1,0,3,0,11,0.7,87,2,7,835,1175,3695,6,5,18,1,0,0,3,7.810249675906654,2943375,2.2,0.12643678160919541,1
1640,0,0.5,1,1,1,36,0.9,87,8,11,664,1806,3235,6,1,10,1,0,1,3,6.082762530298219,1199184,4.0,0.41379310344827586,4
1830,0,0.5,0,0,0,7,0.9,191,6,12,460,1583,2334,8,7,14,0,1,0,2,10.63014581273465,0,3.0,0.03664921465968586,0
826,0,0.6,0,3,0,62,0.7,187,4,19,778,1615,1998,17,4,17,0,0,0,1,17.46424919657298,3769410,2.4,0.3315508021390374,0
1864,0,2.2,0,0,1,7,0.1,142,1,2,225,1545,2258,10,1,10,1,0,0,2,10.04987562112089,0,2.2,0.04929577464788732,2
586,1,0.6,0,16,1,42,0.3,121,7,17,785,1118,1869,12,2,7,1,1,1,1,12.165525060596439,14042080,4.2,0.34710743801652894,4
1206,0,3.0,1,10,1,30,0.6,127,3,13,1581,1713,1825,7,1,4,1,0,1,2,7.0710678118654755,27082530,9.0,0.23622047244094488,4
832,1,0.5,1,1,1,5,0.1,165,5,2,9,1944,3946,12,5,14,1,1,1,3,13.0,17496,2.5,0.030303030303030304,4
848,1,2.8,0,1,0,8,0.1,103,7,3,7,1294,436,10,6,15,1,1,1,0,11.661903789690601,9058,19.599999999999998,0.07766990291262135,3
1851,0,2.9,0,0,0,53,0.7,112,6,2,174,1175,2678,6,0,8,1,0,0,2,6.0,0,17.4,0.4732142857142857,1
1166,1,0.5,0,7,0,59,0.5,80,1,11,437,638,3887,8,6,7,1,0,1,3,10.0,1951642,0.5,0.7375,3
1776,1,2.1,1,10,0,35,0.1,172,4,16,278,623,1813,16,13,20,1,1,1,1,20.615528128088304,1731940,8.4,0.20348837209302326,3
1254,1,1.2,0,2,1,27,0.2,134,2,10,1288,1372,817,14,1,16,1,1,1,0,14.035668847618199,3534272,2.4,0.20149253731343283,4
1494,0,1.6,1,4,1,24,0.2,101,1,17,979,1190,3614,15,12,9,1,0,0,3,19.209372712298546,4660040,1.6,0.2376237623762376,2
984,1,2.2,1,0,1,39,0.5,119,8,18,56,1931,2013,11,7,16,1,1,0,1,13.038404810405298,0,17.6,0.3277310924369748,2
1179,1,0.8,0,1,0,5,0.9,154,5,17,913,1429,543,8,7,18,0,0,1,0,10.63014581273465,1304677,4.0,0.032467532467532464,2
513,0,1.9,0,8,0,27,0.4,174,8,13,282,710,3400,16,6,13,0,1,1,2,17.08800749063506,1601760,15.2,0.15517241379310345,2
557,0,0.5,1,3,0,17,0.2,89,6,4,322,710,2623,17,16,16,0,0,0,1,23.345235059857504,685860,3.0,0.19101123595505617,0
744,0,1.7,1,0,1,33,0.5,105,4,2,1252,1963,2700,9,3,19,1,0,0,2,9.486832980505138,0,6.8,0.3142857142857143,2
1129,1,0.8,1,9,1,21,0.6,116,2,10,1128,1702,1400,11,0,13,1,1,0,1,11.0,17278704,1.6,0.1810344827586207,2
1148,0,2.3,1,0,1,58,0.3,170,5,20,606,688,3127,10,7,11,1,0,0,2,12.206555615733702,0,11.5,0.3411764705882353,2
1793,0,2.7,0,12,1,44,0.7,175,5,17,655,1459,2803,19,9,6,1,1,1,3,21.02379604162864,11467740,13.5,0.25142857142857145,4
1310,0,2.3,1,3,0,15,0.2,150,5,11,954,970,2518,18,17,5,0,1,1,2,24.758836806279895,2776140,11.5,0.1,2
1604,0,1.2,0,1,0,6,0.5,191,6,15,68,1042,3564,7,2,2,1,1,0,3,7.280109889280518,70856,7.199999999999999,0.031413612565445025,1
1676,0,1.6,0,2,0,37,0.2,145,1,3,134,1197,2515,14,8,4,1,0,1,2,16.1245154965971,320796,1.6,0.25517241379310346,3
1001,0,2.8,1,1,0,40,0.2,117,3,7,922,1836,3654,13,9,10,1,1,1,3,15.811388300841896,1692792,8.399999999999999,0.3418803418803419,3
1086,0,2.7,0,0,1,24,0.1,135,8,19,1874,1976,3930,17,1,18,1,1,1,3,17.029386365926403,0,21.6,0.17777777777777778,4
1986,1,0.5,1,7,1,39,0.1,89,7,19,251,599,3476,11,8,17,1,1,0,3,13.601470508735444,1052443,3.5,0.43820224719101125,2
634,1,0.8,0,5,0,41,0.2,192,1,12,1362,1853,3242,18,11,4,1,0,1,3,21.095023109728988,12618930,0.8,0.21354166666666666,3
502,0,0.8,0,7,0,52,1.0,82,6,8,281,1159,2666,5,4,20,1,1,0,2,6.4031242374328485,2279753,4.800000000000001,0.6341463414634146,1
1641,0,1.1,0,6,0,48,0.7,97,8,7,224,1994,1695,13,6,17,1,0,1,2,14.317821063276353,2679936,8.8,0.4948453608247423,3
623,0,1.4,1,0,1,15,0.2,189,3,1,778,844,3510,14,4,18,1,0,1,2,14.560219778561036,0,4.199999999999999,0.07936507936507936,4
962,1,1.1,1,3,0,17,0.1,161,8,20,546,1424,3438,14,3,20,0,0,0,3,14.317821063276353,2332512,8.8,0.10559006211180125,0
1057,1,2.7,0,3,1,41,0.1,97,4,10,397,891,2033,16,9,2,1,1,0,1,18.35755975068582,1061181,10.8,0.422680412371134,2
1862,0,1.5,0,1,0,62,1.0,182,1,2,386,1046,1017,11,3,9,1,0,0,1,11.40175425099138,403756,1.5,0.34065934065934067,1
555,1,3.0,1,5,1,38,0.8,193,2,10,214,1970,1686,8,1,8,1,0,1,1,8.06225774829855,2107900,6.0,0.19689119170984457,4
1000,0,2.7,0,1,1,58,1.0,135,5,12,461,833,862,7,0,20,1,0,0,0,7.0,384013,13.5,0.42962962962962964,2
841,0,0.5,0,6,1,11,0.3,81,5,14,125,675,957,6,5,11,1,1,0,0,7.810249675906654,506250,2.5,0.13580246913580246,2
865,0,2.9,0,5,0,16,0.1,89,4,12,335,1009,3494,13,3,14,0,0,1,3,13.341664064126334,1690075,11.6,0.1797752808988764,2
999,0,2.6,1,11,1,56,1.0,165,4,13,342,1641,3083,8,4,11,1,1,1,2,8.94427190999916,6173442,10.4,0.3393939393939394,4
1232,0,1.2,0,12,0,30,0.9,131,6,14,625,761,1656,8,4,15,1,1,1,1,8.94427190999916,5707500,7.199999999999999,0.22900763358778625,3
1194,0,2.3,0,6,1,34,0.2,165,2,12,494,509,313,15,1,19,1,1,0,0,15.033296378372908,1508676,4.6,0.20606060606060606,2
612,1,0.5,1,1,1,20,0.8,179,8,6,1145,1487,3282,16,2,18,1,1,1,3,16.1245154965971,1702615,4.0,0.11173184357541899,4
1362,1,2.9,0,0,0,47,0.5,186,6,4,600,1042,3629,19,17,5,0,1,1,3,25.495097567963924,0,17.4,0.25268817204301075,2
1469,0,1.7,1,11,1,44,0.5,169,2,14,484,711,1687,15,5,5,1,1,1,1,15.811388300841896,3785364,3.4,0.2603550295857988,4
986,1,0.8,0,13,1,28,0.8,182,4,20,199,679,1149,8,7,18,1,1,0,0,10.63014581273465,1756573,3.2,0.15384615384615385,2
1843,0,2.8,0,1,1,62,0.8,104,3,7,21,832,3899,5,4,6,1,0,1,3,6.4031242374328485,17472,8.399999999999999,0.5961538461538461,4
1561,0,0.5,1,10,1,4,0.5,134,2,13,885,1811,1783,13,12,10,1,1,0,2,17.69180601295413,16027350,1.0,0.029850746268656716,2
1695,1,0.5,1,2,1,47,0.5,189,5,13,308,1208,1629,8,6,11,1,1,0,1,10.0,744128,2.5,0.24867724867724866,2
667,0,2.6,1,3,0,8,0.8,185,1,7,1015,1947,2528,11,8,8,0,1,0,2,13.601470508735444,5928615,2.6,0.043243243243243246,0
1768,1,2.0,0,0,1,2,0.8,88,7,2,1303,1814,3256,9,6,5,1,1,0,3,10.816653826391969,0,14.0,0.022727272727272728,2
1269,1,2.8,1,16,0,41,1.0,180,8,17,406,1036,2341,10,9,16,0,0,1,2,13.45362404707371,6729856,22.4,0.22777777777777777,2
1109,1,2.8,1,6,0,57,0.9,151,1,12,124,833,2785,15,10,16,1,0,0,2,18.027756377319946,619752,2.8,0.37748344370860926,1
936,0,0.5,1,14,1,14,0.1,164,3,17,150,1677,3761,13,1,12,1,0,0,3,13.038404810405298,3521700,1.5,0.08536585365853659,2
1713,1,2.0,0,9,1,5,0.7,199,6,16,108,1963,1513,15,6,2,1,0,1,1,16.15549442140351,1908036,12.0,0.02512562814070352,4
1175,1,1.7,1,1,1,45,0.6,167,2,7,90,557,2240,10,6,5,1,1,0,1,11.661903789690601,50130,3.4,0.2694610778443114,2
1940,1,1.0,1,0,1,5,0.2,194,4,1,588,1809,820,19,18,3,1,1,1,1,26.1725046566048,0,4.0,0.02577319587628866,4
855,1,0.5,0,2,1,59,0.5,159,2,3,1028,1196,1875,16,8,8,1,1,1,1,17.88854381999832,2458976,1.0,0.3710691823899371,4
771,1,0.5,1,0,1,33,0.1,157,3,17,776,1247,920,16,2,10,1,1,1,0,16.1245154965971,0,1.5,0.21019108280254778,4
645,0,2.5,0,10,1,63,1.0,174,4,14,278,584,3615,18,8,13,1,0,1,2,19.697715603592208,1623520,10.0,0.3620689655172414,4
1307,0,1.8,0,2,0,7,0.6,88,7,3,897,1103,1412,16,9,5,0,0,1,1,18.35755975068582,1978782,12.6,0.07954545454545454,2
1948,0,2.9,1,4,0,5,0.2,136,1,13,651,700,361,6,1,10,0,1,0,0,6.082762530298219,1822800,2.9,0.03676470588235294,0
1509,0,0.6,1,5,0,50,0.3,81,4,8,1010,1684,1540,12,8,3,1,1,0,1,14.422205101855956,8504200,2.4,0.6172839506172839,1
626,1,2.8,1,3,1,11,0.8,109,2,9,737,1759,1077,6,1,4,1,0,1,0,6.082762530298219,3889149,5.6,0.10091743119266056,4
1190,0,2.0,1,0,0,40,0.2,93,5,1,1399,1646,3610,13,7,9,0,0,1,3,14.7648230602334,0,10.0,0.43010752688172044,2
1727,1,2.1,1,10,0,57,0.3,158,6,18,376,1288,512,5,2,6,0,0,0,0,5.385164807134504,4842880,12.600000000000001,0.36075949367088606,0
1670,1,3.0,0,14,0,62,0.5,114,8,20,1117,1330,3024,6,0,20,0,0,1,3,6.0,20798540,24.0,0.543859649122807,2
1150,1,0.5,1,4,1,27,1.0,134,1,17,234,1947,1610,11,0,16,1,0,0,1,11.0,1822392,0.5,0.20149253731343283,2
1208,0,2.9,0,5,1,16,1.0,175,1,19,691,1028,2201,17,16,12,1,0,0,1,23.345235059857504,3551740,2.9,0.09142857142857143,2
1812,1,1.3,1,4,1,42,1.0,162,7,15,380,1550,3338,18,13,11,1,1,1,3,22.20360331117452,2356000,9.1,0.25925925925925924,4
770,1,1.5,1,6,0,61,0.2,196,4,9,603,1483,3473,7,3,4,0,0,1,3,7.615773105863909,5365494,6.0,0.3112244897959184,2
1559,1,1.3,1,10,1,10,0.3,114,8,17,117,681,2203,7,5,15,1,1,1,1,8.602325267042627,796770,10.4,0.08771929824561403,4
1902,0,0.5,0,10,0,13,0.2,155,4,11,766,877,940,14,10,15,1,1,0,1,17.204650534085253,6717820,2.0,0.08387096774193549,1
1751,0,2.5,0,1,0,4,0.6,146,8,9,1499,1952,1155,19,14,12,0,1,1,1,23.600847442411894,2926048,20.0,0.0273972602739726,2
1416,1,1.8,1,0,0,20,0.1,93,4,0,1175,1578,3872,10,2,7,0,0,1,3,10.198039027185569,0,7.2,0.21505376344086022,2
1288,0,0.5,1,3,1,61,0.2,115,6,6,988,1503,1882,16,6,10,1,0,1,2,17.08800749063506,4454892,3.0,0.5304347826086957,4
1003,1,2.9,0,16,1,16,0.6,119,8,19,190,1905,1798,16,7,10,1,0,0,1,17.46424919657298,5791200,23.2,0.13445378151260504,2
1715,1,0.5,1,1,1,18,0.1,96,6,3,674,1375,2598,17,2,3,1,0,0,3,17.11724276862369,926750,3.0,0.1875,2
1967,0,0.5,0,0,1,46,0.6,199,1,7,518,1374,1567,15,2,7,1,1,0,1,15.132745950421556,0,0.5,0.23115577889447236,2
